ردیف,نام منبع,نوع,بخش صفحه,زیربخش,آدرس وب‌سایت,آدرس RSS/Atom,وضعیت فید,توضیح صفحه,یادداشت اعتبارسنجی
378,Lighthouse Reports,شبکه پخش/رسانه,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,شبکه‌ها و اتاق‌های خبر تحقیقی,https://www.lighthousereports.com/,https://lighthousereports.com/feed/,نامزد متداول / نیازمند راستی‌آزمایی,تحقیقات مشارکتی اروپا.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
379,Forbidden Stories,شبکه پخش/رسانه,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,شبکه‌ها و اتاق‌های خبر تحقیقی,https://forbiddenstories.org/,https://forbiddenstories.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,ادامه تحقیقات خبرنگاران تهدیدشده یا کشته‌شده.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
380,Correctiv,شبکه پخش/رسانه,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,شبکه‌ها و اتاق‌های خبر تحقیقی,https://correctiv.org/en/,https://correctiv.org/en/feed/,فید شناخته‌شده / نیازمند آزمون نهایی,تحقیقات غیرانتفاعی آلمان.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
381,Finance Uncovered,شبکه پخش/رسانه,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,شبکه‌ها و اتاق‌های خبر تحقیقی,https://www.financeuncovered.org/,https://financeuncovered.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,فساد مالی و پول‌شویی.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
382,C4ADS,رسانه/منبع تحلیلی یا پژوهشی,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,شبکه‌ها و اتاق‌های خبر تحقیقی,https://c4ads.org/,https://c4ads.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,شبکه‌های غیرقانونی و تحلیل داده منبع‌باز.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
383,The Sentry,شبکه پخش/رسانه,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,شبکه‌ها و اتاق‌های خبر تحقیقی,https://thesentry.org/,https://thesentry.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,شبکه‌های مالی مرتبط با جنگ و فساد.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
384,International Fact-Checking Network,شبکه پخش/رسانه,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,راستی‌آزمایی و سواد رسانه‌ای,https://www.poynter.org/ifcn/,https://www.poynter.org/feed/,فید شناخته‌شده / نیازمند آزمون نهایی,استانداردها و شبکه جهانی راستی‌آزمایی.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
385,Duke Reporters’ Lab,رسانه/منبع اطلاعاتی,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,راستی‌آزمایی و سواد رسانه‌ای,https://reporterslab.org/fact-checking/,https://reporterslab.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,پایگاه جهانی سازمان‌های فکت‌چک.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
386,AFP Fact Check,رسانه/منبع اطلاعاتی,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,راستی‌آزمایی و سواد رسانه‌ای,https://factcheck.afp.com/,,فید عمومی معتبر یافت نشد,راستی‌آزمایی چندزبانه.,فید عمومی رسمی/پایدار در منابع در دسترس شناسایی نشد؛ ممکن است خبرنامه، API یا فید اشتراکی ارائه شود.
387,Reuters Fact Check,رسانه/منبع اطلاعاتی,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,راستی‌آزمایی و سواد رسانه‌ای,https://www.reuters.com/fact-check/,,فید عمومی معتبر یافت نشد,راستی‌آزمایی رویترز.,فید عمومی رسمی/پایدار در منابع در دسترس شناسایی نشد؛ ممکن است خبرنامه، API یا فید اشتراکی ارائه شود.
388,AP Fact Check,رسانه/منبع اطلاعاتی,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,راستی‌آزمایی و سواد رسانه‌ای,https://apnews.com/hub/ap-fact-check,,فید عمومی معتبر یافت نشد,راستی‌آزمایی آسوشیتدپرس.,فید عمومی رسمی/پایدار در منابع در دسترس شناسایی نشد؛ ممکن است خبرنامه، API یا فید اشتراکی ارائه شود.
389,BBC Verify,رسانه/منبع اطلاعاتی,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,راستی‌آزمایی و سواد رسانه‌ای,https://www.bbc.com/news/reality_check,https://feeds.bbci.co.uk/news/rss.xml,فید شناخته‌شده / نیازمند آزمون نهایی,راستی‌آزمایی و تحقیقات تصویری.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
390,Full Fact,رسانه/منبع اطلاعاتی,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,راستی‌آزمایی و سواد رسانه‌ای,https://fullfact.org/,https://fullfact.org/feed/,فید شناخته‌شده / نیازمند آزمون نهایی,بریتانیا.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
391,PolitiFact,رسانه/منبع اطلاعاتی,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,راستی‌آزمایی و سواد رسانه‌ای,https://www.politifact.com/,https://www.politifact.com/rss/all/,فید شناخته‌شده / نیازمند آزمون نهایی,ادعاهای سیاسی آمریکا.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
392,Snopes,رسانه/منبع اطلاعاتی,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,راستی‌آزمایی و سواد رسانه‌ای,https://www.snopes.com/,https://www.snopes.com/feed/,فید شناخته‌شده / نیازمند آزمون نهایی,شایعات و ادعاهای اینترنتی.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
393,Africa Check,رسانه/منبع اطلاعاتی,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,راستی‌آزمایی و سواد رسانه‌ای,https://africacheck.org/,https://africacheck.org/feed,فید شناخته‌شده / نیازمند آزمون نهایی,آفریقا.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
394,Teyit,رسانه/منبع اطلاعاتی,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,راستی‌آزمایی و سواد رسانه‌ای,https://teyit.org/,https://teyit.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,ترکیه.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
395,Fatabyyano,رسانه/منبع اطلاعاتی,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,راستی‌آزمایی و سواد رسانه‌ای,https://fatabyyano.net/,https://fatabyyano.net/feed/,نامزد متداول / نیازمند راستی‌آزمایی,راستی‌آزمایی عربی.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
396,Misbar,رسانه/منبع اطلاعاتی,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,راستی‌آزمایی و سواد رسانه‌ای,https://www.misbar.com/en,https://misbar.com/feed/,نامزد متداول / نیازمند راستی‌آزمایی,راستی‌آزمایی عربی و منطقه‌ای.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
397,Centre for Information Resilience,رسانه/منبع تحلیلی یا پژوهشی,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,داده درگیری، تصاویر ماهواره‌ای و OSINT,https://www.info-res.org/,https://info-res.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,تحقیقات منبع‌باز و مستندسازی منازعه.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
398,Human Rights Center Investigations Lab,رسانه/منبع تحلیلی یا پژوهشی,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,داده درگیری، تصاویر ماهواره‌ای و OSINT,https://humanrights.berkeley.edu/programs/technology/investigations-lab/,https://humanrights.berkeley.edu/feed/,نامزد متداول / نیازمند راستی‌آزمایی,تحقیقات دیجیتال دانشگاه برکلی.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
399,Mnemonic,رسانه/منبع تحلیلی یا پژوهشی,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,داده درگیری، تصاویر ماهواره‌ای و OSINT,https://mnemonic.org/,https://mnemonic.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,بایگانی شواهد دیجیتال نقض حقوق بشر.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
400,Uppsala Conflict Data Program,رسانه/منبع تحلیلی یا پژوهشی,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,داده درگیری، تصاویر ماهواره‌ای و OSINT,https://ucdp.uu.se/,,فید عمومی معتبر یافت نشد,داده دانشگاهی جنگ و خشونت.,فید عمومی رسمی/پایدار در منابع در دسترس شناسایی نشد؛ ممکن است خبرنامه، API یا فید اشتراکی ارائه شود.
401,Global Terrorism Database,رسانه/منبع تحلیلی یا پژوهشی,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,داده درگیری، تصاویر ماهواره‌ای و OSINT,https://www.start.umd.edu/gtd/,https://www.start.umd.edu/rss.xml,فید شناخته‌شده / نیازمند آزمون نهایی,پایگاه داده تروریسم.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
402,NASA FIRMS,رسانه/منبع تحلیلی یا پژوهشی,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,داده درگیری، تصاویر ماهواره‌ای و OSINT,https://firms.modaps.eosdis.nasa.gov/,https://firms.modaps.eosdis.nasa.gov/feed/,نامزد متداول / نیازمند راستی‌آزمایی,پایش آتش و ناهنجاری حرارتی ماهواره‌ای.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
403,Copernicus Browser,رسانه/منبع تحلیلی یا پژوهشی,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,داده درگیری، تصاویر ماهواره‌ای و OSINT,https://browser.dataspace.copernicus.eu/,https://browser.dataspace.copernicus.eu/feed/,نامزد متداول / نیازمند راستی‌آزمایی,تصاویر Sentinel اتحادیه اروپا.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
404,Sentinel Hub,رسانه/منبع تحلیلی یا پژوهشی,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,داده درگیری، تصاویر ماهواره‌ای و OSINT,https://www.sentinel-hub.com/,https://sentinel-hub.com/feed/,نامزد متداول / نیازمند راستی‌آزمایی,دسترسی و پردازش تصاویر ماهواره‌ای.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
405,MarineTraffic,رسانه/منبع تحلیلی یا پژوهشی,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,داده درگیری، تصاویر ماهواره‌ای و OSINT,https://www.marinetraffic.com/,https://marinetraffic.com/feed/,نامزد متداول / نیازمند راستی‌آزمایی,داده موقعیت و تردد کشتی‌ها.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
406,Flightradar24,رسانه/منبع تحلیلی یا پژوهشی,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,داده درگیری، تصاویر ماهواره‌ای و OSINT,https://www.flightradar24.com/,https://flightradar24.com/feed/,نامزد متداول / نیازمند راستی‌آزمایی,رهگیری پروازها.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
407,ADS-B Exchange,رسانه/منبع تحلیلی یا پژوهشی,۱۱) روزنامه‌نگاری تحقیقی، راستی‌آزمایی و منابع منبع‌باز,داده درگیری، تصاویر ماهواره‌ای و OSINT,https://www.adsbexchange.com/,https://adsbexchange.com/feed/,نامزد متداول / نیازمند راستی‌آزمایی,داده پرواز با فیلتر کمتر.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
408,James Martin Center for Nonproliferation Studies,رسانه/منبع تحلیلی یا پژوهشی,۱۲) اندیشکده‌های تکمیلی دفاعی، هسته‌ای، تروریسم و فناوری,کنترل تسلیحات و امنیت هسته‌ای,https://nonproliferation.org/,https://nonproliferation.org/feed/,فید شناخته‌شده / نیازمند آزمون نهایی,عدم اشاعه هسته‌ای، شیمیایی و زیستی.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
409,Federation of American Scientists,رسانه/منبع تحلیلی یا پژوهشی,۱۲) اندیشکده‌های تکمیلی دفاعی، هسته‌ای، تروریسم و فناوری,کنترل تسلیحات و امنیت هسته‌ای,https://fas.org/,https://fas.org/feed/,فید شناخته‌شده / نیازمند آزمون نهایی,هسته‌ای، فناوری و امنیت ملی.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
410,Center for Arms Control and Non-Proliferation,رسانه/منبع تحلیلی یا پژوهشی,۱۲) اندیشکده‌های تکمیلی دفاعی، هسته‌ای، تروریسم و فناوری,کنترل تسلیحات و امنیت هسته‌ای,https://armscontrolcenter.org/,https://armscontrolcenter.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,سیاست عدم اشاعه آمریکا.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
411,BASIC,رسانه/منبع تحلیلی یا پژوهشی,۱۲) اندیشکده‌های تکمیلی دفاعی، هسته‌ای، تروریسم و فناوری,کنترل تسلیحات و امنیت هسته‌ای,https://basicint.org/,https://basicint.org/feed/,فید شناخته‌شده / نیازمند آزمون نهایی,کاهش خطر و خلع سلاح هسته‌ای.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
412,Vienna Center for Disarmament and Non-Proliferation,رسانه/منبع تحلیلی یا پژوهشی,۱۲) اندیشکده‌های تکمیلی دفاعی، هسته‌ای، تروریسم و فناوری,کنترل تسلیحات و امنیت هسته‌ای,https://vcdnp.org/,https://vcdnp.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,عدم اشاعه و آموزش سیاستی.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
413,European Leadership Network,رسانه/منبع تحلیلی یا پژوهشی,۱۲) اندیشکده‌های تکمیلی دفاعی، هسته‌ای، تروریسم و فناوری,کنترل تسلیحات و امنیت هسته‌ای,https://www.europeanleadershipnetwork.org/,https://europeanleadershipnetwork.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,امنیت اروپا و کاهش خطر هسته‌ای.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
414,Ploughshares Fund,رسانه/منبع تحلیلی یا پژوهشی,۱۲) اندیشکده‌های تکمیلی دفاعی، هسته‌ای، تروریسم و فناوری,کنترل تسلیحات و امنیت هسته‌ای,https://ploughshares.org/,https://ploughshares.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,کاهش تهدید هسته‌ای.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
415,Pugwash Conferences,رسانه/منبع تحلیلی یا پژوهشی,۱۲) اندیشکده‌های تکمیلی دفاعی، هسته‌ای، تروریسم و فناوری,کنترل تسلیحات و امنیت هسته‌ای,https://pugwash.org/,https://pugwash.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,علم، خلع سلاح و امنیت جهانی.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
416,International Panel on Fissile Materials,رسانه/منبع تحلیلی یا پژوهشی,۱۲) اندیشکده‌های تکمیلی دفاعی، هسته‌ای، تروریسم و فناوری,کنترل تسلیحات و امنیت هسته‌ای,https://fissilematerials.org/,https://fissilematerials.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,مواد شکافت‌پذیر و تسلیحات هسته‌ای.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
417,International Centre for Counter-Terrorism,رسانه/منبع تحلیلی یا پژوهشی,۱۲) اندیشکده‌های تکمیلی دفاعی، هسته‌ای، تروریسم و فناوری,تروریسم، افراط‌گرایی و اطلاعات,https://icct.nl/,https://icct.nl/feed/,فید شناخته‌شده / نیازمند آزمون نهایی,لاهه؛ تروریسم و افراط‌گرایی.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
418,International Institute for Counter-Terrorism,رسانه/منبع تحلیلی یا پژوهشی,۱۲) اندیشکده‌های تکمیلی دفاعی، هسته‌ای، تروریسم و فناوری,تروریسم، افراط‌گرایی و اطلاعات,https://ict.org.il/,https://ict.org.il/feed/,نامزد متداول / نیازمند راستی‌آزمایی,اسرائیل؛ تروریسم و امنیت.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
419,START — University of Maryland,رسانه/منبع تحلیلی یا پژوهشی,۱۲) اندیشکده‌های تکمیلی دفاعی، هسته‌ای، تروریسم و فناوری,تروریسم، افراط‌گرایی و اطلاعات,https://www.start.umd.edu/,https://www.start.umd.edu/rss.xml,فید شناخته‌شده / نیازمند آزمون نهایی,تروریسم و پاسخ به آن.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
420,Global Center on Cooperative Security,رسانه/منبع تحلیلی یا پژوهشی,۱۲) اندیشکده‌های تکمیلی دفاعی، هسته‌ای، تروریسم و فناوری,تروریسم، افراط‌گرایی و اطلاعات,https://globalcenter.org/,https://globalcenter.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,همکاری ضدتروریسم و عدالت.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
421,Soufan Center,رسانه/منبع تحلیلی یا پژوهشی,۱۲) اندیشکده‌های تکمیلی دفاعی، هسته‌ای، تروریسم و فناوری,تروریسم، افراط‌گرایی و اطلاعات,https://thesoufancenter.org/,https://thesoufancenter.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,تهدیدهای امنیتی و افراط‌گرایی.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
422,Combating Terrorism Center at West Point,رسانه/منبع تحلیلی یا پژوهشی,۱۲) اندیشکده‌های تکمیلی دفاعی، هسته‌ای، تروریسم و فناوری,تروریسم، افراط‌گرایی و اطلاعات,https://ctc.westpoint.edu/,https://ctc.westpoint.edu/feed/,نامزد متداول / نیازمند راستی‌آزمایی,پژوهش تروریسم و گروه‌های مسلح.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
423,International Centre for the Study of Radicalisation,رسانه/منبع تحلیلی یا پژوهشی,۱۲) اندیشکده‌های تکمیلی دفاعی، هسته‌ای، تروریسم و فناوری,تروریسم، افراط‌گرایی و اطلاعات,https://icsr.info/,https://icsr.info/feed/,نامزد متداول / نیازمند راستی‌آزمایی,افراط‌گرایی و خشونت سیاسی.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
424,Tech Against Terrorism,رسانه/منبع تحلیلی یا پژوهشی,۱۲) اندیشکده‌های تکمیلی دفاعی، هسته‌ای، تروریسم و فناوری,تروریسم، افراط‌گرایی و اطلاعات,https://techagainstterrorism.org/,https://techagainstterrorism.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,سوءاستفاده افراط‌گرایان از فناوری.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
425,Center for Security and Emerging Technology,رسانه/منبع تحلیلی یا پژوهشی,۱۲) اندیشکده‌های تکمیلی دفاعی، هسته‌ای، تروریسم و فناوری,سایبر، هوش مصنوعی و فناوری‌های نو,https://cset.georgetown.edu/,https://cset.georgetown.edu/feed/,فید شناخته‌شده / نیازمند آزمون نهایی,هوش مصنوعی، تراشه، زیست‌فناوری و امنیت.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
426,Institute for Security and Technology,رسانه/منبع تحلیلی یا پژوهشی,۱۲) اندیشکده‌های تکمیلی دفاعی، هسته‌ای، تروریسم و فناوری,سایبر، هوش مصنوعی و فناوری‌های نو,https://securityandtechnology.org/,https://securityandtechnology.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,امنیت سایبری و فناوری.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
427,Stanford Cyber Policy Center,رسانه/منبع تحلیلی یا پژوهشی,۱۲) اندیشکده‌های تکمیلی دفاعی، هسته‌ای، تروریسم و فناوری,سایبر، هوش مصنوعی و فناوری‌های نو,https://cyber.fsi.stanford.edu/,https://cyber.fsi.stanford.edu/feed/,نامزد متداول / نیازمند راستی‌آزمایی,حکمرانی دیجیتال و امنیت سایبری.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
428,Center for Democracy & Technology,رسانه/منبع تحلیلی یا پژوهشی,۱۲) اندیشکده‌های تکمیلی دفاعی، هسته‌ای، تروریسم و فناوری,سایبر، هوش مصنوعی و فناوری‌های نو,https://cdt.org/,https://cdt.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,حقوق دیجیتال و حکمرانی فناوری.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
429,Center for AI and Digital Policy,رسانه/منبع تحلیلی یا پژوهشی,۱۲) اندیشکده‌های تکمیلی دفاعی، هسته‌ای، تروریسم و فناوری,سایبر، هوش مصنوعی و فناوری‌های نو,https://www.caidp.org/,https://caidp.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,سیاست و حکمرانی هوش مصنوعی.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
430,Institute for AI Policy and Strategy,رسانه/منبع تحلیلی یا پژوهشی,۱۲) اندیشکده‌های تکمیلی دفاعی، هسته‌ای، تروریسم و فناوری,سایبر، هوش مصنوعی و فناوری‌های نو,https://www.iaps.ai/,https://iaps.ai/feed/,نامزد متداول / نیازمند راستی‌آزمایی,هوش مصنوعی پیشرفته، امنیت و ژئوپولیتیک.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
431,Ada Lovelace Institute,رسانه/منبع تحلیلی یا پژوهشی,۱۲) اندیشکده‌های تکمیلی دفاعی، هسته‌ای، تروریسم و فناوری,سایبر، هوش مصنوعی و فناوری‌های نو,https://www.adalovelaceinstitute.org/,https://adalovelaceinstitute.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,سیاست داده و هوش مصنوعی.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
432,Centre for the Governance of AI,رسانه/منبع تحلیلی یا پژوهشی,۱۲) اندیشکده‌های تکمیلی دفاعی، هسته‌ای، تروریسم و فناوری,سایبر، هوش مصنوعی و فناوری‌های نو,https://www.governance.ai/,https://governance.ai/feed/,نامزد متداول / نیازمند راستی‌آزمایی,حکمرانی جهانی هوش مصنوعی.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
433,Citizen Lab,رسانه/منبع تحلیلی یا پژوهشی,۱۲) اندیشکده‌های تکمیلی دفاعی، هسته‌ای، تروریسم و فناوری,سایبر، هوش مصنوعی و فناوری‌های نو,https://citizenlab.ca/,https://citizenlab.ca/feed/,فید شناخته‌شده / نیازمند آزمون نهایی,جاسوس‌افزار، سانسور و تهدیدهای دیجیتال.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
